"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"BuiltIn";;;;"Enable logging by category group for Event Grid Domains (microsoft.eventgrid/domains) to Storage";"03a087c0-b49f-4440-9ae5-013703eccc8c";"/providers/microsoft.authorization/policydefinitions/03a087c0-b49f-4440-9ae5-013703eccc8c";"1.1.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to storage (/providers/microsoft.authorization/policysetdefinitions/b6b86da9-e527-49de-ac59-6af0a9db10b8), Enable audit category group resource logging for supported resources to storage (/providers/microsoft.authorization/policysetdefinitions/8d723fb6-6680-45be-9d37-b1a4adb52207)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Design an access control model";"03b6427e-6072-4226-4bd9-a410ab65317e";"/providers/microsoft.authorization/policydefinitions/03b6427e-6072-4226-4bd9-a410ab65317e";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"15";"CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review access control policies and procedures";"03d550b4-34ee-03f4-515f-f2e2faf7a413";"/providers/microsoft.authorization/policydefinitions/03d550b4-34ee-03f4-515f-f2e2faf7a413";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"8";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Kubernetes Service Private Clusters should be enabled";"040732e8-d947-40b8-95d6-854c95024bf8";"/providers/microsoft.authorization/policydefinitions/040732e8-d947-40b8-95d6-854c95024bf8";"1.0.1";"Default: Audit; Allowed: Audit,Deny,Disabled";"Kubernetes";"0";"1";"[Preview]: Control the use of AKS in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/d300338e-65d1-4be3-b18e-fb4ce5715a8f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for microsoft.devices/provisioningservices to Log Analytics";"041e904a-33e5-45fd-b3f6-4ac95f1f8761";"/providers/microsoft.authorization/policydefinitions/041e904a-33e5-45fd-b3f6-4ac95f1f8761";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Azure Database for MySQL servers (microsoft.dbformysql/servers) to Log Analytics";"041fdf14-0dd4-4ce0-83ff-de5456be0c85";"/providers/microsoft.authorization/policydefinitions/041fdf14-0dd4-4ce0-83ff-de5456be0c85";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Create a data inventory";"043c1e56-5a16-52f8-6af8-583098ff3e60";"/providers/microsoft.authorization/policydefinitions/043c1e56-5a16-52f8-6af8-583098ff3e60";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"10";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Kubernetes Service Clusters should enable node os auto-upgrade";"04408ca5-aa10-42ce-8536-98955cdddd4c";"/providers/microsoft.authorization/policydefinitions/04408ca5-aa10-42ce-8536-98955cdddd4c";"1.0.0";"Default: Audit; Allowed: Audit,Disabled";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Linux machines that have the specified applications installed";"0447bc18-e2f7-4c0d-aa20-bff034275be1";"/providers/microsoft.authorization/policydefinitions/0447bc18-e2f7-4c0d-aa20-bff034275be1";"4.2.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Storage account keys should not be expired";"044985bb-afe1-42cd-8a36-9d5d42424537";"/providers/microsoft.authorization/policydefinitions/044985bb-afe1-42cd-8a36-9d5d42424537";"3.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Storage";"0";"3";"[Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Verify inaccurate or outdated PII";"0461cacd-0b3b-4f66-11c5-81c9b19a3d22";"/providers/microsoft.authorization/policydefinitions/0461cacd-0b3b-4f66-11c5-81c9b19a3d22";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Display an explicit logout message";"0471c6b7-1588-701c-2713-1fade73b75f6";"/providers/microsoft.authorization/policydefinitions/0471c6b7-1588-701c-2713-1fade73b75f6";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Configure Azure Recovery Services vaults to disable public network access";"04726aae-4e8d-427c-af7d-ecf56d490022";"/providers/microsoft.authorization/policydefinitions/04726aae-4e8d-427c-af7d-ecf56d490022";"1.0.0-preview";"Default: Modify; Allowed: Disabled,Modify";"Backup";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Cosmos DB allowed locations";"0473574d-2d43-4217-aefe-941fcdf7e684";"/providers/microsoft.authorization/policydefinitions/0473574d-2d43-4217-aefe-941fcdf7e684";"1.1.0";"Default: Deny; Allowed: audit,Audit,deny,Deny,disabled,Disabled";"Cosmos DB";"0";"2";"[Preview]: Sovereignty Baseline - Confidential Policies (/providers/microsoft.authorization/policysetdefinitions/03de05a4-c324-4ccd-882f-a814ea8ab9ea), [Preview]: Sovereignty Baseline - Global Policies (/providers/microsoft.authorization/policysetdefinitions/c1cbff38-87c0-4b9f-9f70-035c7a3b5523)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure SQL Virtual Machines to automatically install Microsoft Defender for SQL and DCR with a user-defined LA workspace";"04754ef9-9ae3-4477-bf17-86ef50026304";"/providers/microsoft.authorization/policydefinitions/04754ef9-9ae3-4477-bf17-86ef50026304";"1.7.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Security Center";"0";"2";"Configure SQL VMs and Arc-enabled SQL Servers to install Microsoft Defender for SQL and AMA with a user-defined LA workspace (/providers/microsoft.authorization/policysetdefinitions/de01d381-bae9-4670-8870-786f89f49e26), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: SQL managed instances should use customer-managed keys to encrypt data at rest";"048248b0-55cd-46da-b1ff-39efd52db260";"/providers/microsoft.authorization/policydefinitions/048248b0-55cd-46da-b1ff-39efd52db260";"1.0.2-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"SQL";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Develop configuration management plan";"04837a26-2601-1982-3da7-bf463e6408f4";"/providers/microsoft.authorization/policydefinitions/04837a26-2601-1982-3da7-bf463e6408f4";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"7";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Document and implement wireless access guidelines";"04b3e7f6-4841-888d-4799-cda19a0084f6";"/providers/microsoft.authorization/policydefinitions/04b3e7f6-4841-888d-4799-cda19a0084f6";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"10";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Network traffic data collection agent should be installed on Linux virtual machines";"04c4380f-3fae-46e8-96c9-30193528f602";"/providers/microsoft.authorization/policydefinitions/04c4380f-3fae-46e8-96c9-30193528f602";"1.0.2-preview";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Monitoring";"0";"14";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Shared dashboards should not have markdown tiles with inline content";"04c655fe-0ac7-48ae-9a32-3a2e208c7624";"/providers/microsoft.authorization/policydefinitions/04c655fe-0ac7-48ae-9a32-3a2e208c7624";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Portal";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Deploy Diagnostic Settings for Service Bus to Log Analytics workspace";"04d53d87-841c-4f23-8a5b-21564380b55e";"/providers/microsoft.authorization/policydefinitions/04d53d87-841c-4f23-8a5b-21564380b55e";"2.1.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Monitoring";"0";"1";"RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for microsoft.community/communitytrainings to Log Analytics";"0509e2d8-d657-4563-a7c8-b88b9180a6e8";"/providers/microsoft.authorization/policydefinitions/0509e2d8-d657-4563-a7c8-b88b9180a6e8";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038), Enable audit category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Linux Virtual Machine Scale Sets to be associated with a Data Collection Rule or a Data Collection Endpoint";"050a90d5-7cce-483f-8f6c-0df462036dda";"/providers/microsoft.authorization/policydefinitions/050a90d5-7cce-483f-8f6c-0df462036dda";"4.4.1";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Monitoring";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure API for FHIR should use a customer-managed key to encrypt data at rest";"051cba44-2429-45b9-9649-46cec11c7119";"/providers/microsoft.authorization/policydefinitions/051cba44-2429-45b9-9649-46cec11c7119";"1.1.0";"Default: Audit; Allowed: audit,Audit,disabled,Disabled";"API for FHIR";"0";"8";"[Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure virtual networks to enforce workspace, storage account and retention interval for Flow logs and Traffic Analytics";"052c180e-287d-44c3-86ef-01aeae2d9774";"/providers/microsoft.authorization/policydefinitions/052c180e-287d-44c3-86ef-01aeae2d9774";"1.1.2";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Network";"0";"0";"";;;;;"False";"";"";"";""
